2011-01-15      14,24,32,33,35,02,09
2011-01-12      02,08,16,26,35,11,12
2011-01-10      01,07,25,27,30,07,12
2011-01-08      07,08,10,23,25,07,09
2011-01-05      01,24,27,30,31,01,06
2011-01-03      11,13,27,28,29,02,06
2011-01-01      07,08,15,32,34,05,12
2010-12-29      06,07,16,24,35,04,06
2010-12-27      02,05,18,22,23,07,12
2010-12-25      01,10,32,33,35,03,08
2010-12-22      05,24,28,29,35,01,09
2010-12-20      05,22,24,25,30,01,06
2010-12-18      03,04,08,10,35,02,06
2010-12-15      01,15,19,21,23,11,12
2010-12-13      14,17,30,31,34,04,10
2010-12-11      18,19,27,28,33,03,06
2010-12-08      02,11,16,22,31,10,11
2010-12-06      10,16,18,22,27,06,08
2010-12-04      10,11,19,21,27,04,06
2010-12-01      05,11,17,23,33,03,10
2010-11-29      06,18,20,30,31,03,06
2010-11-27      03,13,16,19,29,07,09
2010-11-24      08,12,14,19,27,05,06
2010-11-22      22,27,28,33,35,09,11
2010-11-20      03,13,18,30,33,07,08
2010-11-17      14,17,19,26,32,03,04
2010-11-15      09,12,13,19,30,04,05
2010-11-13      11,16,17,21,22,03,06
2010-11-10      18,21,23,25,29,06,11
2010-11-08      10,15,22,28,29,04,12
2010-11-06      05,06,09,10,34,08,11
2010-11-03      14,15,24,25,26,03,07
2010-11-01      06,17,19,29,35,02,08
2010-10-30      03,22,24,30,33,04,10
2010-10-27      03,05,09,13,33,05,11
2010-10-25      01,07,09,14,19,09,12
2010-10-23      01,09,27,29,34,01,06
2010-10-20      18,20,30,32,33,01,11
2010-10-18      05,06,11,13,26,02,07
2010-10-16      21,22,31,32,34,02,12
2010-10-13      08,10,18,34,35,06,10
2010-10-11      05,13,14,23,26,02,03
2010-10-09      19,22,23,29,35,08,10
2010-10-06      04,06,21,27,34,05,09
2010-10-04      14,22,27,28,35,04,10
2010-10-02      05,07,10,15,32,03,08
2010-09-29      03,07,22,25,35,03,11
2010-09-27      05,16,22,23,32,04,10
2010-09-25      14,15,18,34,35,08,10
2010-09-22      03,06,13,14,29,01,02
2010-09-20      21,29,30,33,35,07,11
2010-09-18      01,02,08,11,25,10,12
2010-09-15      01,10,13,19,34,09,12
2010-09-13      14,17,22,27,34,03,05
2010-09-11      05,27,28,29,34,09,12
2010-09-08      05,17,26,27,35,08,09
2010-09-06      14,25,30,32,33,01,11
2010-09-04      10,14,29,30,35,05,08
2010-09-01      04,15,19,24,35,01,10
2010-08-30      11,15,22,27,35,05,08
2010-08-28      19,20,30,33,35,06,08
2010-08-25      03,11,17,21,30,01,08
2010-08-23      02,03,12,13,25,01,07
2010-08-21      09,17,21,28,29,02,08
2010-08-18      04,09,24,30,35,01,10
2010-08-16      12,14,16,19,25,01,06
2010-08-14      20,32,33,34,35,06,07
2010-08-11      02,04,09,28,29,05,08
2010-08-09      02,15,29,30,34,02,12
2010-08-07      06,10,23,26,31,05,07
2010-08-04      08,24,26,31,32,07,09
2010-08-02      04,10,13,18,23,08,10
2010-07-31      03,05,14,30,35,03,06
2010-07-28      01,12,20,21,24,02,08
2010-07-26      01,02,12,19,35,05,07
2010-07-24      02,10,16,18,34,02,03
2010-07-21      03,13,14,22,26,02,05
2010-07-19      07,11,21,22,35,04,07
2010-07-17      05,08,24,29,30,04,06
2010-07-14      14,18,20,24,27,05,10
2010-07-12      08,19,27,29,34,04,10
2010-07-10      01,04,21,22,24,02,05
2010-07-07      02,03,15,28,35,01,11
2010-07-05      06,07,09,17,24,02,12
2010-07-03      09,12,16,19,35,02,12
2010-06-30      10,12,17,23,27,05,07
2010-06-28      03,07,20,27,32,02,12
2010-06-26      04,09,11,30,32,01,11
2010-06-23      05,10,17,23,25,03,10
2010-06-21      07,12,26,30,32,02,07
2010-06-19      05,14,23,25,28,11,12
2010-06-16      06,17,18,25,29,08,09
2010-06-14      11,17,19,20,34,06,10
2010-06-12      01,11,19,30,32,03,10
2010-06-09      15,21,22,24,27,01,06
2010-06-07      05,08,13,14,32,08,11
2010-06-05      07,10,12,20,21,06,09
2010-06-02      07,14,16,30,31,03,06
2010-05-31      06,07,18,30,31,07,08
2010-05-29      05,12,14,17,22,05,07
2010-05-26      10,13,22,33,34,01,05
2010-05-24      06,10,14,25,34,01,03
2010-05-22      06,15,17,19,30,01,12
2010-05-19      15,17,24,32,35,07,09
2010-05-17      05,09,23,25,30,09,12
2010-05-15      13,14,17,27,32,02,10
2010-05-12      12,25,29,30,33,10,11
2010-05-10      09,19,22,26,34,09,11
2010-05-08      04,06,25,29,32,05,06
2010-05-05      06,10,20,24,32,06,10
2010-05-03      07,08,15,30,35,05,10
2010-05-01      01,25,29,31,33,04,10
2010-04-28      02,03,10,12,25,03,09
2010-04-26      04,08,11,30,31,02,08
2010-04-24      02,15,19,26,27,05,06
2010-04-21      08,17,18,20,28,09,10
2010-04-19      06,21,24,28,30,02,07
2010-04-17      05,08,10,33,35,02,10
2010-04-14      01,05,19,34,35,06,07
2010-04-12      16,22,28,29,34,04,12
2010-04-10      13,20,26,31,35,02,11
2010-04-07      07,19,26,28,32,01,08
2010-04-05      08,10,25,29,33,01,02
2010-04-03      19,21,26,34,35,01,09
2010-03-31      19,25,28,31,33,01,08
2010-03-29      14,16,20,31,34,01,07
2010-03-27      01,06,19,25,26,03,09
2010-03-24      12,19,28,29,30,05,08
2010-03-22      13,16,23,24,33,07,11
2010-03-20      05,13,16,17,35,06,08
2010-03-17      10,12,19,32,35,02,07
2010-03-15      21,22,33,34,35,03,04
2010-03-13      01,02,07,20,35,01,03
2010-03-10      05,23,26,32,34,02,09
2010-03-08      05,23,25,31,35,07,10
2010-03-06      09,11,13,14,25,01,07
2010-03-03      03,14,19,24,25,04,11
2010-03-01      11,13,29,32,33,02,08
2010-02-27      02,11,13,14,25,02,05
2010-02-24      11,20,23,24,25,07,09
2010-02-22      08,18,26,32,33,01,06
2010-02-20      03,11,19,26,27,02,09
2010-02-10      03,10,26,32,33,04,12
2010-02-08      13,21,23,27,34,09,12
2010-02-06      10,12,20,23,32,04,10
2010-02-03      03,10,14,18,28,08,10
2010-02-01      18,19,30,33,35,02,04
2010-01-30      18,21,22,26,34,09,12
2010-01-27      20,24,30,31,33,05,12
2010-01-25      02,03,11,27,32,08,11
2010-01-23      15,22,24,32,35,02,09
2010-01-20      02,05,13,27,32,03,11
2010-01-18      11,23,25,31,32,05,11
2010-01-16      07,23,26,29,32,08,11
2010-01-13      03,13,19,30,34,02,05
2010-01-11      04,17,19,22,30,02,03
2010-01-09      03,06,21,24,34,04,06
2010-01-06      05,14,23,27,30,02,08
2010-01-04      04,23,25,26,30,07,10
2010-01-02      02,06,07,12,27,02,08
2009-12-30      21,22,30,32,34,03,07
2009-12-28      01,23,29,30,32,07,12
2009-12-26      03,08,14,30,31,04,09
2009-12-23      04,11,18,25,34,05,07
2009-12-21      01,03,10,12,20,02,07
2009-12-19      02,04,13,14,33,01,09
2009-12-16      06,12,18,22,29,05,08
2009-12-14      11,17,23,24,25,03,06
2009-12-12      05,11,14,22,35,03,10
2009-12-09      18,26,32,33,34,04,06
2009-12-07      01,09,10,11,22,01,12
2009-12-05      05,06,13,24,31,03,11
2009-12-02      13,14,21,30,33,02,08
2009-11-30      07,08,19,26,30,01,12
2009-11-28      14,16,20,22,32,05,09
2009-11-25      03,04,14,28,32,09,10
2009-11-23      12,28,29,30,34,01,09
2009-11-21      07,13,23,24,29,06,10
2009-11-18      06,08,15,20,32,05,06
2009-11-16      02,16,19,28,33,07,11
2009-11-14      01,08,24,27,34,10,11
2009-11-11      02,10,12,15,28,04,07
2009-11-09      02,03,08,33,34,03,11
2009-11-07      09,14,25,32,34,02,08
2009-11-04      02,10,18,32,33,03,08
2009-11-02      06,21,28,32,34,04,07
2009-10-31      05,09,27,32,34,05,08
2009-10-28      14,23,27,28,33,08,12
2009-10-26      08,20,23,29,31,02,11
2009-10-24      01,03,14,32,35,07,11
2009-10-17      04,05,08,11,22,02,10
2009-10-14      11,23,27,28,32,02,05
2009-10-12      03,12,22,23,28,04,12
2009-10-10      10,17,18,21,34,05,11
2009-10-07      07,21,29,31,33,09,10
2009-10-05      12,15,23,30,33,09,12
2009-10-03      01,02,06,08,26,05,12
2009-09-30      02,08,25,29,33,03,07
2009-09-28      03,04,10,18,27,06,08
2009-09-26      02,08,12,34,35,04,05
2009-09-23      04,11,13,19,35,10,12
2009-09-21      22,28,30,31,34,07,09
2009-09-19      02,11,13,26,35,06,10
2009-09-16      01,09,14,29,30,07,10
2009-09-14      11,12,33,34,35,01,10
2009-09-12      11,21,22,25,34,06,09
2009-09-09      01,25,26,34,35,06,11
2009-09-07      15,25,29,32,33,10,11
2009-09-05      16,20,28,32,33,01,02
2009-09-02      11,13,29,32,35,10,12
2009-08-31      02,10,14,22,26,04,09
2009-08-29      16,20,25,29,33,01,08
2009-08-26      03,09,21,23,33,06,10
2009-08-24      11,17,19,25,26,02,10
2009-08-22      06,13,14,22,25,01,04
2009-08-19      07,12,28,32,33,01,03
2009-08-17      08,18,24,30,33,01,06
2009-08-15      01,05,21,23,29,05,12
2009-08-12      07,09,22,30,33,09,11
2009-08-10      10,21,22,27,29,08,12
2009-08-08      01,05,17,32,34,03,07
2009-08-05      18,25,30,33,34,04,10
2009-08-03      03,06,11,19,27,02,07
2009-08-01      13,16,27,32,34,03,09
2009-07-29      10,24,28,30,33,01,10
2009-07-27      01,02,07,26,29,10,12
2009-07-25      06,13,27,33,34,09,12
2009-07-22      05,09,19,26,35,02,10
2009-07-20      02,05,28,34,35,01,07
2009-07-18      05,11,26,29,32,08,11
2009-07-15      02,15,20,25,33,03,06
2009-07-13      07,16,19,29,35,02,11
2009-07-11      01,02,07,13,34,04,10
2009-07-08      11,23,26,31,34,05,11
2009-07-06      07,20,28,32,34,06,08
2009-07-04      03,09,11,18,24,04,05
2009-07-01      01,07,11,32,33,09,11
2009-06-29      15,17,19,23,32,01,11
2009-06-27      01,10,19,21,30,01,04
2009-06-24      23,26,29,32,33,05,10
2009-06-22      04,20,29,30,33,02,11
2009-06-20      10,21,24,30,31,03,10
2009-06-17      14,16,27,30,33,08,12
2009-06-15      02,12,15,20,28,01,12
2009-06-13      03,06,25,28,32,02,05
2009-06-10      01,08,19,24,31,06,12
2009-06-08      01,12,24,27,32,02,11
2009-06-06      06,10,11,17,34,11,12
2009-06-03      05,06,18,21,22,01,07
2009-06-01      04,22,23,29,31,05,11
2009-05-30      02,10,21,26,34,02,10
2009-05-27      18,28,29,30,31,04,08
2009-05-25      02,13,14,29,33,04,11
2009-05-23      08,10,14,27,32,02,07
2009-05-20      06,15,22,27,30,02,09
2009-05-18      04,13,17,32,35,03,06
2009-05-16      05,08,14,23,24,05,06
2009-05-13      02,12,19,29,30,07,12
2009-05-11      05,09,24,31,33,05,06
2009-05-09      23,24,30,34,35,01,03
2009-05-06      03,11,22,26,29,05,12
2009-05-04      05,15,28,32,33,08,09
2009-05-02      05,16,28,29,34,11,12
2009-04-29      05,06,22,25,27,11,12
2009-04-27      13,18,21,24,29,03,06
2009-04-25      01,09,24,34,35,04,09
2009-04-22      01,09,14,24,35,06,09
2009-04-20      01,07,18,29,34,03,09
2009-04-18      05,21,22,32,35,02,05
2009-04-15      11,24,25,26,31,02,07
2009-04-13      05,09,20,23,29,04,10
2009-04-11      03,16,30,32,33,01,10
2009-04-08      01,03,07,10,33,03,04
2009-04-06      06,17,20,29,32,04,05
2009-04-04      17,18,19,25,31,01,11
2009-04-01      02,12,26,31,33,09,10
2009-03-30      03,07,09,28,33,03,08
2009-03-28      05,19,31,32,35,04,09
2009-03-25      02,08,18,21,32,08,11
2009-03-23      04,12,20,26,29,06,10
2009-03-21      07,11,19,21,22,01,11
2009-03-18      01,07,27,30,32,01,04
2009-03-16      03,04,13,17,24,04,11
2009-03-14      06,20,30,32,35,09,11
2009-03-11      03,22,26,33,34,09,10
2009-03-09      24,30,31,32,34,10,12
2009-03-07      03,17,22,23,33,04,10
2009-03-04      29,31,32,33,35,10,11
2009-03-02      15,17,21,27,33,07,11
2009-02-28      12,14,17,34,35,04,11
2009-02-25      01,15,31,32,34,03,08
2009-02-23      05,16,18,32,35,02,11
2009-02-21      04,29,31,32,35,04,10
2009-02-18      01,06,13,28,29,03,09
2009-02-16      05,11,23,26,33,04,12
2009-02-14      10,11,20,26,27,09,11
2009-02-11      01,05,10,16,27,03,04
2009-02-09      08,14,15,25,26,07,09
2009-02-07      05,24,26,30,35,05,12
2009-02-04      02,05,20,25,31,10,12
2009-02-02      02,11,13,14,21,02,04
2009-01-24      02,09,12,21,29,07,11
2009-01-21      12,18,23,26,32,06,09
2009-01-19      04,17,21,29,31,02,12
2009-01-17      06,14,15,29,35,06,11
2009-01-14      02,04,22,31,35,09,12
2009-01-12      10,11,15,31,32,05,08
2009-01-10      01,03,22,32,35,06,10
2009-01-07      16,18,23,30,32,02,11
2009-01-05      01,04,07,12,30,05,10
2009-01-03      01,15,23,27,30,04,10
2008-12-31      05,07,10,29,32,04,06
2008-12-29      02,04,06,25,26,02,05
2008-12-27      03,05,14,20,33,07,11
2008-12-24      07,10,27,31,34,08,09
2008-12-22      01,09,10,15,25,03,08
2008-12-20      02,05,06,27,29,03,04
2008-12-17      03,07,20,33,35,04,07
2008-12-15      16,18,19,24,35,11,12
2008-12-13      09,23,24,26,33,07,12
2008-12-10      05,16,27,29,30,05,11
2008-12-08      10,19,27,28,33,05,12
2008-12-06      01,02,22,29,32,01,04
2008-12-03      06,18,21,30,35,08,09
2008-12-01      09,15,18,30,34,04,05
2008-11-29      02,09,11,29,32,08,09
2008-11-26      01,06,10,14,22,06,08
2008-11-24      04,05,18,22,35,07,08
2008-11-22      01,10,25,32,35,05,09
2008-11-19      03,28,29,32,34,01,06
2008-11-17      07,22,25,29,33,01,12
2008-11-15      11,13,15,28,35,08,10
2008-11-12      10,12,15,33,35,03,09
2008-11-10      06,14,24,27,29|05,09
2008-11-08      08,09,12,21,32|07,11
2008-11-05      03,05,22,29,34|07,12
2008-11-03      13,16,20,25,27|04,05
2008-11-01      12,15,23,24,25|10,11
2008-10-29      08,21,22,31,33|01,07
2008-10-27      09,29,32,34,35|01,08
2008-10-25      01,04,28,33,34|06,11
2008-10-22      02,10,13,29,33|06,10
2008-10-20      01,06,12,28,31|08,09
2008-10-18      03,06,12,20,29|09,12
2008-10-15      11,23,24,32,35|04,10
2008-10-13      21,23,24,25,32|03,04
2008-10-11      01,02,10,19,27|01,11
2008-10-08      06,09,19,25,30|06,12
2008-10-06      13,23,24,25,30|02,08
2008-10-04      06,08,15,24,31|01,03
2008-10-01      07,09,19,21,33|07,10
2008-09-29      02,03,22,27,31|06,07
2008-09-27      11,14,17,19,22|01,08
2008-09-24      04,18,26,32,33|05,08
2008-09-22      02,11,12,14,19|05,09
2008-09-20      05,16,25,27,33|04,09
2008-09-17      01,10,18,28,34|05,08
2008-09-15      11,16,24,29,32|09,11
2008-09-13      01,02,13,15,16|04,09
2008-09-10      03,05,21,28,33|02,06
2008-09-08      12,21,22,26,35|04,05
2008-09-06      07,08,10,24,34|08,11
2008-09-01      05,25,26,29,35|03,10
2008-08-30      10,13,23,31,33|04,11
2008-08-27      12,20,26,29,30|02,06
2008-08-23      07,10,22,27,33|04,08
2008-08-20      01,10,31,33,35|03,10
2008-08-18      06,07,12,25,28|02,12
2008-08-16      03,04,11,21,25|01,07
2008-08-13      07,12,19,27,34|11,12
2008-08-11      06,07,10,24,30|05,08
2008-08-09      03,23,26,32,34|04,09
2008-08-06      09,13,19,22,25|04,10
2008-08-04      04,11,18,33,34|02,06
2008-08-02      08,13,24,32,33|03,09
2008-07-30      07,11,19,27,31|02,03
2008-07-28      14,22,32,33,35|01,05
2008-07-26      01,06,10,22,35|03,07
2008-07-23      03,07,13,15,19|02,10
2008-07-21      02,17,20,22,25|05,11
2008-07-19      06,14,15,30,31|03,10
2008-07-16      15,19,29,33,35|01,02
2008-07-14      07,08,20,22,29|04,07
2008-07-12      06,09,29,31,33|05,11
2008-07-09      20,23,26,32,33|05,12
2008-07-07      08,17,20,28,31|07,11
2008-07-05      01,08,21,33,34|05,07
2008-07-02      03,05,10,27,34|01,12
2008-06-30      01,10,13,30,33|06,07
2008-06-28      10,13,22,31,35|04,12
2008-06-25      02,05,06,07,31|08,10
2008-06-23      10,25,32,33,34|03,09
2008-06-21      01,05,11,14,25|01,09
2008-06-18      09,17,18,21,31|01,05
2008-06-16      05,13,16,29,33|06,08
2008-06-14      06,09,11,33,34|06,10
2008-06-11      03,10,14,15,22|04,07
2008-06-09      02,07,21,22,25|04,12
2008-06-07      19,22,23,25,32|06,12
2008-06-04      14,18,24,27,31|06,07
2008-06-02      07,11,24,30,35|06,08
2008-05-31      01,15,27,28,29|03,10
2008-05-28      07,10,14,19,32|03,06
2008-05-26      03,13,17,23,30|01,11
2008-05-24      07,13,21,25,31|08,10
2008-05-21      03,09,11,29,33|03,12
2008-05-19      05,08,09,17,33|05,06
2008-05-17      15,19,25,30,31|03,09
2008-05-14      02,14,28,30,35|04,12
2008-05-12      05,14,23,31,35|02,06
2008-05-10      01,13,21,23,32|03,06
2008-05-07      03,18,19,30,35|05,09
2008-05-05      01,07,09,11,33|03,11
2008-05-03      01,05,11,26,27|03,07
2008-04-30      01,11,14,28,30|03,10
2008-04-28      01,13,22,25,27|02,10
2008-04-26      12,18,22,23,30|06,12
2008-04-23      11,25,26,27,35|07,08
2008-04-21      14,32,33,34,35|02,04
2008-04-19      02,21,23,27,32|10,11
2008-04-16      05,08,10,31,33|02,04
2008-04-14      05,10,13,32,35|04,05
2008-04-12      07,17,21,22,28|05,10
2008-04-09      04,08,19,22,29|08,11
2008-04-07      07,11,15,27,35|04,07
2008-04-05      12,13,19,32,33|02,10
2008-04-02      11,20,24,31,35|04,10
2008-03-31      09,19,22,30,32|01,10
2008-03-29      02,12,13,29,30|05,07
2008-03-26      06,07,18,34,35|05,10
2008-03-24      03,10,21,23,30|01,09
2008-03-22      03,09,19,27,33|09,10
2008-03-19      14,20,23,27,28|02,04
2008-03-17      03,21,23,26,35|05,08
2008-03-15      06,11,18,29,30|04,11
2008-03-12      03,11,17,19,26|07,12
2008-03-10      05,17,23,31,32|04,08
2008-03-08      01,21,22,24,25|08,10
2008-03-05      06,10,12,15,28|04,12
2008-03-03      08,12,17,20,30|01,02
2008-03-01      06,26,31,32,34|07,10
2008-02-27      09,12,13,25,31|08,10
2008-02-25      05,10,13,21,24|04,09
2008-02-23      04,05,15,17,33|04,08
2008-02-20      08,24,25,29,31|04,05
2008-02-18      03,06,07,11,30|02,03
2008-02-16      02,14,25,29,32|01,06
2008-02-13      08,10,11,17,19|06,09
2008-02-04      09,18,20,27,33|06,09
2008-02-02      04,07,10,28,34|01,06
2008-01-30      01,11,19,22,35|05,09
2008-01-28      02,10,29,32,35|02,03
2008-01-26      14,20,22,24,27|07,10
2008-01-23      06,23,24,27,29|06,08
2008-01-21      04,08,12,24,30|05,08
2008-01-19      02,06,08,17,32|08,09
2008-01-16      03,04,05,12,28|03,12
2008-01-14      10,12,26,29,34|05,07
2008-01-12      18,25,29,31,34|09,10
2008-01-09      09,22,24,31,33|08,09
2008-01-07      01,11,13,32,35|02,07
2008-01-05      01,12,24,31,32|10,12
2008-01-02      01,02,11,34,35|03,10
